lat,lon,cluster
22.56,112.77,0
22.55,112.92,0
22.54,113.06,0
22.53,113.21,0
22.52,113.35,0
22.51,113.5,0
22.46,114.08,0
22.44,114.36,0
22.82,99.54,0
22.83,99.68,0
22.84,99.83,0
22.84,99.97,0
22.85,100.12,0
22.86,100.27,0
22.86,100.41,0
22.87,100.56,0
22.87,100.7,0
22.88,100.85,0
22.88,100.99,0
22.89,101.14,0
22.89,101.28,0
22.9,101.43,0
22.9,101.58,0
22.91,101.72,0
22.91,101.87,0
22.92,102.01,0
22.92,102.16,0
22.92,102.3,0
22.93,102.45,0
22.93,102.6,0
22.93,102.74,0
22.93,102.89,0
22.94,103.03,0
22.94,103.18,0
22.94,103.32,0
22.94,103.47,0
22.95,103.62,0
22.95,103.76,0
22.95,103.91,0
22.95,104.05,0
22.95,104.2,0
22.95,104.34,0
22.95,104.49,0
22.95,104.64,0
22.95,104.78,0
22.95,105.95,0
22.95,106.24,0
22.95,106.38,0
22.94,106.68,0
22.94,106.82,0
22.94,106.97,0
22.93,107.11,0
22.93,107.26,0
22.93,107.4,0
22.93,107.55,0
22.92,107.7,0
22.92,107.84,0
22.92,107.99,0
22.91,108.13,0
22.91,108.28,0
22.9,108.42,0
22.9,108.57,0
22.89,108.72,0
22.89,108.86,0
22.88,109.01,0
22.88,109.15,0
22.87,109.3,0
22.87,109.44,0
22.86,109.59,0
22.86,109.73,0
22.85,109.88,0
22.84,110.03,0
22.84,110.17,0
22.83,110.32,0
22.82,110.46,0
22.82,110.61,0
22.81,110.75,0
22.8,110.9,0
22.8,111.04,0
22.79,111.19,0
22.78,111.33,0
22.77,111.48,0
22.76,111.62,0
22.76,111.77,0
22.75,111.91,0
22.74,112.06,0
22.73,112.2,0
22.72,112.35,0
22.71,112.49,0
22.7,112.64,0
22.69,112.78,0
22.68,112.93,0
22.67,113.07,0
22.66,113.22,0
22.65,113.36,0
22.64,113.51,0
22.61,113.94,0
22.6,114.09,0
22.58,114.23,0
22.56,114.52,0
22.97,99.68,0
22.97,99.82,0
22.98,99.97,0
22.98,100.11,0
22.99,100.26,0
23.0,100.4,0
23.0,100.55,0
23.01,100.7,0
23.01,100.84,0
23.02,100.99,0
23.02,101.13,0
23.03,101.28,0
23.03,101.43,0
23.04,101.57,0
23.04,101.72,0
23.05,101.86,0
23.05,102.01,0
23.05,102.15,0
23.06,102.3,0
23.06,102.45,0
23.06,102.59,0
23.07,102.74,0
23.07,102.88,0
23.07,103.03,0
23.07,103.18,0
23.08,103.32,0
23.08,103.47,0
23.08,103.61,0
23.08,103.76,0
23.08,103.91,0
23.08,104.05,0
23.09,104.2,0
23.09,104.34,0
23.09,104.49,0
23.09,104.64,0
23.09,104.78,0
23.09,105.66,0
23.09,105.8,0
23.08,105.95,0
23.08,106.09,0
23.08,106.24,0
23.08,106.39,0
23.08,106.53,0
23.08,106.68,0
23.07,106.82,0
23.07,106.97,0
23.07,107.12,0
23.07,107.26,0
23.06,107.41,0
23.06,107.55,0
23.06,107.7,0
23.05,107.85,0
23.05,107.99,0
23.05,108.14,0
23.04,108.28,0
23.04,108.43,0
23.03,108.57,0
23.03,108.72,0
23.02,108.87,0
23.02,109.01,0
23.01,109.16,0
23.01,109.3,0
23.0,109.45,0
23.0,109.6,0
22.99,109.74,0
22.98,109.89,0
22.98,110.03,0
22.97,110.18,0
22.97,110.32,0
22.96,110.47,0
22.95,110.61,0
22.94,110.76,0
22.94,110.91,0
22.93,111.05,0
22.92,111.2,0
22.91,111.34,0
22.91,111.49,0
22.9,111.63,0
22.89,111.78,0
22.88,111.92,0
22.87,112.07,0
22.86,112.21,0
22.85,112.36,0
22.84,112.5,0
22.83,112.65,0
22.82,112.8,0
22.82,112.94,0
22.8,113.09,0
22.79,113.23,0
22.78,113.38,0
22.76,113.67,0
22.75,113.81,0
22.74,113.96,0
22.73,114.1,0
22.72,114.25,0
22.71,114.39,0
22.69,114.54,0
22.67,114.82,0
22.01,120.72,0
23.09,99.52,0
23.1,99.67,0
23.11,99.82,0
23.11,99.96,0
23.12,100.11,0
23.13,100.25,0
23.13,100.4,0
23.14,100.54,0
23.14,100.69,0
23.15,100.84,0
23.15,100.98,0
23.16,101.13,0
23.16,101.27,0
23.17,101.42,0
23.17,101.57,0
23.18,101.71,0
23.18,101.86,0
23.18,102.0,0
23.19,102.15,0
23.19,102.3,0
23.19,102.44,0
23.2,102.59,0
23.2,102.73,0
23.2,102.88,0
23.21,103.03,0
23.21,103.17,0
23.21,103.32,0
23.21,103.47,0
23.21,103.61,0
23.22,103.76,0
23.22,103.9,0
23.22,104.05,0
23.22,104.2,0
23.22,104.34,0
23.22,104.49,0
23.22,104.63,0
23.22,104.78,0
23.22,104.93,0
23.22,105.51,0
23.22,105.66,0
23.22,105.8,0
23.22,105.95,0
23.22,106.1,0
23.22,106.24,0
23.21,106.39,0
23.21,106.53,0
23.21,106.68,0
23.21,106.83,0
23.21,106.97,0
23.2,107.12,0
23.2,107.27,0
23.2,107.41,0
23.19,107.56,0
23.19,107.7,0
23.19,107.85,0
23.18,108.0,0
23.18,108.14,0
23.18,108.29,0
23.17,108.43,0
23.17,108.58,0
23.16,108.73,0
23.16,108.87,0
23.15,109.02,0
23.15,109.16,0
23.14,109.31,0
23.14,109.46,0
23.13,109.6,0
23.13,109.75,0
23.12,109.89,0
23.11,110.04,0
23.11,110.18,0
23.1,110.33,0
23.09,110.48,0
23.09,110.62,0
23.08,110.77,0
23.07,110.91,0
23.06,111.06,0
23.06,111.2,0
23.05,111.35,0
23.04,111.5,0
23.03,111.64,0
23.02,111.79,0
23.01,111.93,0
23.01,112.08,0
23.0,112.22,0
22.99,112.37,0
22.98,112.51,0
22.97,112.66,0
22.96,112.81,0
22.95,112.95,0
22.94,113.1,0
22.93,113.24,0
22.92,113.39,0
22.91,113.53,0
22.9,113.68,0
22.89,113.82,0
22.87,113.97,0
22.86,114.11,0
22.85,114.26,0
22.84,114.4,0
22.83,114.55,0
22.82,114.69,0
22.8,114.84,0
22.79,114.98,0
22.75,115.42,0
22.14,120.74,0
23.2,98.93,0
23.21,99.08,0
23.21,99.22,0
23.22,99.37,0
23.23,99.52,0
23.23,99.66,0
23.24,99.81,0
23.25,99.95,0
23.25,100.1,0
23.26,100.25,0
23.27,100.39,0
23.27,100.54,0
23.28,100.68,0
23.28,100.83,0
23.29,100.98,0
23.29,101.12,0
23.3,101.27,0
23.3,101.42,0
23.31,101.56,0
23.31,101.71,0
23.31,101.85,0
23.32,102.0,0
23.32,102.15,0
23.33,102.29,0
23.33,102.44,0
23.33,102.59,0
23.33,102.73,0
23.34,102.88,0
23.34,103.02,0
23.34,103.17,0
23.34,103.32,0
23.35,103.46,0
23.35,103.61,0
23.35,103.76,0
23.35,103.9,0
23.35,104.05,0
23.35,104.2,0
23.36,104.34,0
23.36,104.49,0
23.36,104.63,0
23.36,104.78,0
23.36,104.93,0
23.36,105.07,0
23.36,105.22,0
23.36,105.37,0
23.36,105.51,0
23.36,105.66,0
23.35,105.8,0
23.35,105.95,0
23.35,106.1,0
23.35,106.24,0
23.35,106.39,0
23.35,106.54,0
23.34,106.68,0
23.34,106.83,0
23.34,106.98,0
23.34,107.12,0
23.33,107.27,0
23.33,107.41,0
23.33,107.56,0
23.33,107.71,0
23.32,107.85,0
23.32,108.0,0
23.31,108.15,0
23.31,108.29,0
23.31,108.44,0
23.3,108.58,0
23.3,108.73,0
23.29,108.88,0
23.29,109.02,0
23.28,109.17,0
23.28,109.32,0
23.27,109.46,0
23.27,109.61,0
23.26,109.75,0
23.25,109.9,0
23.25,110.05,0
23.24,110.19,0
23.23,110.34,0
23.23,110.48,0
23.22,110.63,0
23.21,110.78,0
23.21,110.92,0
23.2,111.07,0
23.19,111.21,0
23.18,111.36,0
23.17,111.51,0
23.17,111.65,0
23.16,111.8,0
23.15,111.94,0
23.14,112.09,0
23.13,112.23,0
23.12,112.38,0
23.11,112.53,0
23.1,112.67,0
23.09,112.82,0
23.08,112.96,0
23.07,113.11,0
23.06,113.25,0
23.05,113.4,0
23.04,113.54,0
23.03,113.69,0
23.02,113.83,0
23.01,113.98,0
23.0,114.13,0
22.98,114.27,0
22.97,114.42,0
22.96,114.56,0
22.95,114.71,0
22.94,114.85,0
22.92,115.0,0
22.91,115.14,0
22.9,115.29,0
22.89,115.43,0
22.87,115.58,0
22.86,115.72,0
22.85,115.87,0
22.28,120.76,0
23.33,98.92,0
23.34,99.07,0
23.35,99.22,0
23.35,99.36,0
23.36,99.51,0
23.37,99.65,0
23.37,99.8,0
23.38,99.95,0
23.39,100.09,0
23.39,100.24,0
23.4,100.39,0
23.41,100.53,0
23.41,100.68,0
23.42,100.82,0
23.42,100.97,0
23.43,101.12,0
23.43,101.26,0
23.44,101.41,0
23.44,101.56,0
23.44,101.7,0
23.45,101.85,0
23.45,102.0,0
23.46,102.14,0
23.46,102.29,0
23.46,102.44,0
23.47,102.58,0
23.47,102.73,0
23.47,102.88,0
23.47,103.02,0
23.48,103.17,0
23.48,103.31,0
23.48,103.46,0
23.48,103.61,0
23.48,103.75,0
23.49,103.9,0
23.49,104.05,0
23.49,104.19,0
23.49,104.34,0
23.49,104.49,0
23.49,104.63,0
23.49,104.78,0
23.49,104.93,0
23.49,105.07,0
23.49,105.22,0
23.49,105.37,0
23.49,105.51,0
23.49,105.66,0
23.49,105.81,0
23.49,105.95,0
23.49,106.1,0
23.48,106.25,0
23.48,106.39,0
23.48,106.54,0
23.48,106.69,0
23.48,106.83,0
23.47,106.98,0
23.47,107.12,0
23.47,107.27,0
23.47,107.42,0
23.46,107.56,0
23.46,107.71,0
23.46,107.86,0
23.45,108.0,0
23.45,108.15,0
23.44,108.3,0
23.44,108.44,0
23.44,108.59,0
23.43,108.74,0
23.43,108.88,0
23.42,109.03,0
23.42,109.18,0
23.41,109.32,0
23.41,109.47,0
23.4,109.61,0
23.39,109.76,0
23.39,109.91,0
23.38,110.05,0
23.37,110.2,0
23.37,110.35,0
23.36,110.49,0
23.35,110.64,0
23.35,110.78,0
23.34,110.93,0
23.33,111.08,0
23.32,111.22,0
23.32,111.37,0
23.31,111.51,0
23.3,111.66,0
23.29,111.81,0
23.28,111.95,0
23.27,112.1,0
23.26,112.24,0
23.26,112.39,0
23.25,112.54,0
23.24,112.68,0
23.23,112.83,0
23.22,112.97,0
23.21,113.12,0
23.2,113.26,0
23.19,113.41,0
23.17,113.56,0
23.16,113.7,0
23.15,113.85,0
23.14,113.99,0
23.13,114.14,0
23.12,114.28,0
23.11,114.43,0
23.09,114.57,0
23.08,114.72,0
23.07,114.86,0
23.06,115.01,0
23.05,115.16,0
23.03,115.3,0
23.02,115.45,0
23.01,115.59,0
22.99,115.74,0
22.98,115.88,0
22.97,116.03,0
22.95,116.17,0
22.45,120.5,0
22.43,120.64,0
22.41,120.79,0
23.47,98.92,0
23.47,99.06,0
23.48,99.21,0
23.49,99.35,0
23.5,99.5,0
23.5,99.65,0
23.51,99.79,0
23.52,99.94,0
23.52,100.09,0
23.53,100.23,0
23.53,100.38,0
23.54,100.53,0
23.55,100.67,0
23.55,100.82,0
23.56,100.97,0
23.56,101.11,0
23.57,101.26,0
23.57,101.41,0
23.57,101.55,0
23.58,101.7,0
23.58,101.85,0
23.59,101.99,0
23.59,102.14,0
23.59,102.29,0
23.6,102.43,0
23.6,102.58,0
23.6,102.73,0
23.61,102.87,0
23.61,103.02,0
23.61,103.17,0
23.61,103.31,0
23.62,103.46,0
23.62,103.61,0
23.62,103.75,0
23.62,103.9,0
23.62,104.05,0
23.62,104.19,0
23.62,104.34,0
23.62,104.49,0
23.63,104.63,0
23.63,104.78,0
23.63,104.93,0
23.63,105.07,0
23.63,105.22,0
23.63,105.37,0
23.62,105.51,0
23.62,105.66,0
23.62,105.81,0
23.62,105.95,0
23.62,106.1,0
23.62,106.25,0
23.62,106.39,0
23.62,106.54,0
23.61,106.69,0
23.61,106.83,0
23.61,106.98,0
23.61,107.13,0
23.6,107.27,0
23.6,107.42,0
23.6,107.57,0
23.59,107.71,0
23.59,107.86,0
23.59,108.01,0
23.58,108.15,0
23.58,108.3,0
23.57,108.45,0
23.57,108.59,0
23.57,108.74,0
23.56,108.89,0
23.56,109.03,0
23.55,109.18,0
23.55,109.33,0
23.54,109.47,0
23.53,109.62,0
23.53,109.77,0
23.52,109.91,0
23.52,110.06,0
23.51,110.21,0
23.5,110.35,0
23.5,110.5,0
23.49,110.65,0
23.48,110.79,0
23.47,110.94,0
23.47,111.08,0
23.46,111.23,0
23.45,111.38,0
23.44,111.52,0
23.43,111.67,0
23.43,111.82,0
23.42,111.96,0
23.41,112.11,0
23.4,112.25,0
23.39,112.4,0
23.38,112.55,0
