AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
134.224991,102.379997,130.679993,33.580002,36.580002,1.240000,69.000000,2013-03-07
184.414276,139.089996,172.130005,61.450001,50.830002,1.500000,80.760002,2013-03-08
144.662506,110.730003,149.020004,42.810001,35.840000,1.360000,78.769997,2013-03-09
99.012497,74.209999,134.330002,21.969999,35.450001,1.060000,37.099998,2013-03-10
87.437500,64.949997,92.089996,13.970000,15.150000,0.730000,36.150002,2013-03-11
98.450005,73.760002,103.470001,31.530001,28.840000,1.020000,33.380001,2013-03-12
138.074997,105.459999,116.379997,26.430000,31.360001,1.060000,27.770000,2013-03-13
162.300003,123.610001,126.019997,23.100000,25.290001,1.190000,26.280001,2013-03-14
103.687500,77.949997,104.349998,25.370001,29.090000,1.120000,38.230000,2013-03-15
94.399994,70.519997,87.589996,24.010000,24.870001,1.170000,25.440001,2013-03-16
53.625000,37.900002,34.230000,16.379999,20.209999,0.940000,42.790001,2013-03-17
85.025002,63.020000,79.669998,30.590000,26.480000,1.140000,45.180000,2013-03-18
79.112503,58.290001,75.870003,23.040001,29.740000,1.240000,36.610001,2013-03-19
132.987503,101.389999,103.339996,26.980000,34.360001,1.590000,48.849998,2013-03-20
126.412498,96.129997,114.760002,29.110001,21.920000,1.200000,39.500000,2013-03-21
95.550003,71.440002,95.449997,29.230000,29.780001,1.250000,43.730000,2013-03-22
159.642853,121.750000,100.849998,17.719999,21.030001,1.370000,39.450001,2013-03-23
181.085709,136.759995,120.330002,23.469999,24.400000,1.480000,44.770000,2013-03-24
80.224998,59.180000,74.989998,17.860001,19.889999,1.140000,46.110001,2013-03-25
66.387497,48.110001,43.180000,10.590000,15.360000,0.910000,48.529999,2013-03-26
75.037498,55.029999,70.370003,21.709999,16.440001,1.150000,42.209999,2013-03-27
78.437500,57.750000,69.559998,22.629999,26.219999,1.160000,32.520000,2013-03-28
78.324997,57.660000,73.300003,21.150000,18.309999,1.220000,51.240002,2013-03-29
82.812500,61.250000,68.800003,23.690001,20.889999,1.020000,46.880001,2013-03-30
106.112503,79.889999,91.629997,18.170000,17.100000,1.170000,36.139999,2013-03-31
141.962494,108.570000,137.339996,22.320000,40.009998,1.390000,30.400000,2013-04-01
95.074997,71.059998,79.760002,17.950001,19.400000,1.340000,43.889999,2013-04-02
97.512505,73.010002,84.400002,19.139999,23.690001,1.240000,33.049999,2013-04-03
67.237503,48.790001,57.330002,11.230000,19.549999,1.120000,30.700001,2013-04-04
72.912506,53.330002,40.299999,9.640000,15.220000,1.050000,53.090000,2013-04-05
67.775002,39.619999,85.550003,15.050000,13.950000,0.690000,59.459999,2013-04-06
65.012497,47.009998,69.519997,19.730000,18.760000,0.890000,53.860001,2013-04-07
79.887497,58.910000,84.199997,27.090000,24.459999,0.860000,52.119999,2013-04-08
91.362495,68.089996,92.199997,19.990000,33.250000,1.120000,34.529999,2013-04-09
75.912498,55.730000,81.290001,22.150000,28.020000,0.880000,41.189999,2013-04-10
119.700005,90.760002,120.160004,32.709999,52.439999,1.190000,29.520000,2013-04-11
104.812500,78.849998,109.739998,38.740002,46.590000,1.230000,42.119999,2013-04-12
109.762497,82.809998,109.010002,46.430000,46.529999,1.390000,26.020000,2013-04-13
93.512497,69.809998,97.809998,34.610001,36.360001,1.230000,48.480000,2013-04-14
74.512497,54.610001,83.290001,27.760000,32.299999,1.180000,54.250000,2013-04-15
84.537498,62.630001,91.849998,28.770000,25.660000,1.130000,53.560001,2013-04-16
93.699997,69.959999,85.650002,23.200001,19.260000,1.060000,64.360001,2013-04-17
81.074997,59.860001,78.220001,20.030001,17.540001,1.020000,63.580002,2013-04-18
82.300003,60.840000,46.200001,16.040001,19.230000,0.860000,46.110001,2013-04-19
55.825001,39.660000,32.209999,12.240000,18.080000,0.630000,41.509998,2013-04-20
71.687500,52.349998,48.709999,15.410000,15.020000,0.710000,34.759998,2013-04-21
64.400002,46.520000,53.520000,15.190000,18.040001,0.800000,32.040001,2013-04-22
49.214287,34.450001,30.340000,14.310000,19.780001,0.820000,34.770000,2013-04-23
64.187500,46.349998,45.150002,20.559999,13.030000,0.920000,58.689999,2013-04-24
101.674995,76.339996,83.050003,31.190001,23.080000,1.250000,30.540001,2013-04-25
99.512497,74.610001,85.519997,48.900002,39.560001,1.710000,37.040001,2013-04-26
67.137497,48.709999,65.720001,25.330000,21.610001,1.140000,58.119999,2013-04-27
