AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
147.769989,83.650002,245.539993,62.599998,43.310001,3.410000,26.840000,2013-01-01
76.500000,46.349998,82.510002,32.990002,30.020000,3.060000,32.599998,2013-01-02
76.000000,47.930000,89.580002,52.020000,42.400002,3.040000,22.959999,2013-01-03
104.599998,78.680000,144.020004,87.550003,51.090000,3.470000,17.530001,2013-01-04
191.028580,143.720001,269.769989,106.029999,78.720001,4.860000,14.680000,2013-01-05
272.359985,222.360001,356.769989,156.960007,83.930000,5.440000,12.620000,2013-01-06
250.869995,200.869995,299.709991,129.419998,88.650002,4.500000,14.500000,2013-01-07
414.566681,371.850006,491.739990,149.139999,106.080002,6.640000,15.800000,2013-01-08
295.640015,245.639999,304.420013,130.009995,84.320000,5.180000,15.230000,2013-01-09
478.479980,401.130005,578.479980,128.429993,109.150002,5.690000,12.440000,2013-01-10
375.440002,325.440002,466.929993,105.339996,92.400002,5.390000,22.420000,2013-01-11
416.720001,375.079987,505.739990,87.699997,106.820000,5.960000,17.290001,2013-01-12
342.940002,292.940002,381.660004,86.970001,82.790001,6.320000,18.690001,2013-01-13
472.960022,418.869995,572.960022,79.930000,99.290001,7.930000,12.710000,2013-01-14
353.109985,303.109985,452.390015,82.970001,86.730003,7.000000,13.870000,2013-01-15
383.525024,299.290009,486.820007,73.589996,89.660004,6.430000,12.470000,2013-01-16
216.949997,166.949997,224.789993,100.309998,62.599998,4.530000,19.139999,2013-01-17
240.130005,190.130005,277.000000,88.410004,63.349998,4.180000,20.620001,2013-01-18
282.600006,232.600006,367.489990,64.650002,63.509998,5.010000,31.150000,2013-01-19
269.000000,219.000000,261.390015,89.660004,60.730000,5.450000,13.870000,2013-01-20
245.750000,195.750000,248.429993,110.440002,56.380001,5.600000,13.600000,2013-01-21
289.089996,239.089996,348.339996,131.600006,64.849998,5.590000,14.050000,2013-01-22
255.169998,205.169998,289.480011,84.370003,60.970001,4.340000,34.049999,2013-01-23
120.837494,91.669998,127.000000,65.779999,45.619999,3.030000,29.980000,2013-01-24
92.974998,68.029999,135.949997,93.230003,52.150002,3.060000,19.840000,2013-01-25
205.339996,155.339996,198.479996,90.980003,50.220001,4.030000,18.270000,2013-01-26
262.600006,212.600006,314.399994,87.930000,58.439999,3.760000,14.980000,2013-01-27
288.789978,238.789993,324.019989,51.209999,49.060001,3.720000,19.620001,2013-01-28
285.450012,235.449997,331.700012,51.669998,52.630001,4.420000,12.190000,2013-01-29
239.490005,189.490005,294.450012,62.450001,57.669998,4.810000,12.470000,2013-01-30
168.114288,127.680000,189.580002,79.180000,57.380001,6.270000,10.300000,2013-01-31
213.639999,163.639999,257.040009,101.269997,63.590000,7.650000,13.450000,2013-02-01
120.062500,91.050003,134.039993,53.880001,46.220001,5.520000,22.820000,2013-02-02
104.750000,74.010002,76.919998,27.379999,31.090000,4.950000,10.420000,2013-02-03
104.949997,77.739998,111.120003,46.380001,33.520000,4.990000,18.299999,2013-02-04
118.387497,89.709999,123.050003,54.849998,39.369999,4.930000,24.730000,2013-02-05
174.699997,132.289993,204.679993,52.169998,39.840000,5.500000,12.990000,2013-02-06
102.050003,56.639999,82.120003,26.110001,19.360001,4.410000,44.049999,2013-02-07
100.750000,37.730000,73.589996,45.080002,30.549999,4.150000,35.750000,2013-02-08
100.500000,75.050003,119.699997,38.830002,28.900000,4.100000,39.970001,2013-02-09
266.270020,216.270004,311.649994,53.349998,36.049999,4.570000,31.000000,2013-02-10
