PM2_5,PM10,SO2,NO2,CO,O3,Time
65.180000,174.679993,152.449997,67.820000,2.160000,88.339996,2013-05-21
70.879997,120.010002,52.779999,34.490002,1.900000,120.169998,2013-05-22
40.349998,89.220001,54.830002,60.770000,2.180000,54.959999,2013-05-23
44.049999,114.349998,59.000000,60.220001,2.130000,42.790001,2013-05-24
63.320000,116.540001,48.209999,43.020000,1.980000,92.480003,2013-05-25
68.239998,106.440002,33.830002,35.549999,1.910000,89.849998,2013-05-26
52.730000,86.620003,48.169998,49.610001,2.310000,98.290001,2013-05-27
37.869999,77.809998,40.060001,48.490002,2.250000,39.000000,2013-05-28
15.890000,56.990002,26.790001,35.509998,1.530000,66.330002,2013-05-29
69.220001,196.339996,127.500000,82.040001,2.760000,53.299999,2013-05-30
122.070000,270.299988,172.559998,97.739998,3.310000,60.430000,2013-05-31
86.110001,179.289993,90.410004,56.970001,1.940000,89.690002,2013-06-01
85.879997,187.050003,73.540001,55.060001,2.540000,99.910004,2013-06-02
51.279999,127.800003,80.040001,57.090000,2.070000,78.559998,2013-06-03
108.879997,209.339996,59.540001,62.570000,2.490000,107.169998,2013-06-04
99.430000,202.419998,47.900002,75.089996,3.080000,103.629997,2013-06-05
145.399994,251.330002,37.230000,63.740002,3.200000,123.199997,2013-06-06
102.699997,154.910004,24.740000,48.259998,2.810000,104.330002,2013-06-07
74.910004,105.889999,28.719999,45.470001,2.550000,92.089996,2013-06-08
24.480000,37.480000,11.640000,33.080002,2.050000,57.000000,2013-06-09
22.150000,44.150002,30.059999,48.040001,2.080000,36.669998,2013-06-10
26.700001,74.709999,41.279999,52.709999,2.190000,36.500000,2013-06-11
53.250000,148.009995,100.680000,70.430000,2.920000,57.000000,2013-06-12
45.889999,120.889999,68.639999,60.430000,2.650000,84.349998,2013-06-13
61.500000,128.830002,57.389999,43.419998,2.530000,133.179993,2013-06-14
108.750000,203.919998,75.040001,59.480000,2.400000,149.940002,2013-06-15
111.860001,196.039993,104.849998,64.230003,2.130000,156.059998,2013-06-16
146.820007,255.869995,49.880001,75.279999,2.190000,95.989998,2013-06-17
63.500000,108.820000,26.049999,44.720001,1.370000,97.349998,2013-06-18
17.860001,62.880001,28.610001,48.180000,0.860000,66.199997,2013-06-19
15.420000,38.110001,9.190000,34.160000,0.560000,73.790001,2013-06-20
16.110001,25.480000,7.620000,39.619999,0.810000,53.430000,2013-06-21
16.580000,34.040001,6.130000,34.610001,0.900000,54.810001,2013-06-22
53.830002,135.529999,34.840000,55.529999,1.420000,79.410004,2013-06-23
61.910000,183.339996,65.400002,77.639999,1.600000,74.349998,2013-06-24
158.779999,356.600006,81.529999,91.300003,2.300000,81.129997,2013-06-25
71.510002,194.429993,94.440002,71.309998,1.370000,100.629997,2013-06-26
67.510002,210.529999,77.930000,79.809998,1.320000,74.709999,2013-06-27
69.220001,213.779999,59.680000,58.759998,1.200000,103.080002,2013-06-28
78.970001,187.520004,42.419998,44.770000,1.110000,141.000000,2013-06-29
83.919998,201.949997,31.570000,52.599998,1.170000,98.610001,2013-06-30
92.480003,207.960007,35.700001,57.009998,1.420000,73.269997,2013-07-01
20.370001,55.619999,19.010000,33.740002,0.820000,67.720001,2013-07-02
49.240002,165.940002,64.769997,48.720001,1.410000,73.220001,2013-07-03
52.540001,139.259995,59.090000,50.810001,1.390000,89.599998,2013-07-04
33.860001,100.190002,43.270000,47.630001,1.040000,82.599998,2013-07-05
57.049999,158.559998,48.830002,55.480000,1.310000,100.519997,2013-07-06
81.510002,196.330002,38.150002,57.150002,1.480000,101.419998,2013-07-07
62.790001,136.210007,31.059999,49.730000,1.620000,80.669998,2013-07-08
28.830000,47.389999,7.820000,30.230000,1.130000,61.709999,2013-07-09
9.710000,13.890000,6.030000,28.780001,1.030000,60.290001,2013-07-10
16.920000,25.620001,4.530000,38.279999,1.560000,44.130001,2013-07-11
28.920000,54.430000,8.700000,49.750000,2.080000,24.180000,2013-07-12
27.450001,74.349998,13.000000,36.259998,1.700000,39.869999,2013-07-13
31.670000,64.760002,8.120000,33.689999,1.260000,47.520000,2013-07-14
72.440002,136.820007,12.070000,55.509998,2.360000,18.629999,2013-07-15
36.799999,75.300003,22.410000,41.180000,1.730000,59.139999,2013-07-16
49.709999,136.500000,30.559999,40.919998,1.490000,75.000000,2013-07-17
39.610001,72.419998,6.950000,34.049999,1.550000,54.520000,2013-07-18
38.869999,70.120003,21.980000,43.040001,1.380000,54.910000,2013-07-19
47.919998,148.699997,38.810001,46.730000,2.030000,69.000000,2013-07-20
57.980000,131.460007,24.430000,33.520000,1.690000,76.129997,2013-07-21
61.540001,118.730003,20.230000,44.230000,1.730000,43.349998,2013-07-22
42.240002,84.220001,34.820000,41.650002,2.070000,57.389999,2013-07-23
74.199997,196.300003,56.230000,50.259998,2.710000,41.950001,2013-07-24
46.490002,136.619995,30.360001,40.340000,1.980000,20.350000,2013-07-25
51.500000,100.550003,16.110001,44.740002,2.060000,54.549999,2013-07-26
51.419998,102.339996,14.650000,50.950001,2.160000,20.820000,2013-07-27
39.750000,120.300003,39.160000,49.669998,1.880000,32.240002,2013-07-28
51.549999,137.740005,41.799999,56.490002,2.560000,20.230000,2013-07-29
73.230003,169.250000,68.949997,59.700001,2.740000,61.189999,2013-07-30
45.590000,126.290001,34.130001,58.619999,2.190000,55.480000,2013-07-31
43.639999,94.629997,41.720001,54.500000,2.080000,66.099998,2013-08-01
49.180000,101.129997,38.880001,50.790001,1.840000,74.290001,2013-08-02
38.680000,90.260002,44.400002,69.839996,2.210000,69.169998,2013-08-03
66.099998,174.779999,57.209999,79.150002,2.450000,65.330002,2013-08-04
46.869999,103.910004,38.889999,62.090000,2.220000,86.470001,2013-08-05
44.250000,94.489998,41.340000,54.009998,2.190000,75.940002,2013-08-06
30.070000,64.730003,29.309999,41.720001,1.660000,35.439999,2013-08-07
63.080002,137.550003,78.529999,63.230000,3.130000,58.770000,2013-08-08
103.339996,217.570007,81.160004,64.180000,2.950000,49.630001,2013-08-09
77.000000,167.910004,55.360001,53.360001,2.070000,65.320000,2013-08-10
66.480003,131.250000,29.010000,53.259998,2.240000,42.810001,2013-08-11
49.840000,115.209999,61.279999,61.590000,2.260000,39.509998,2013-08-12
77.239998,176.529999,39.889999,54.790001,2.170000,44.400002,2013-08-13
89.529999,186.919998,37.540001,50.430000,2.290000,58.720001,2013-08-14
89.360001,163.800003,63.790001,48.750000,2.360000,74.180000,2013-08-15
93.680000,175.520004,88.680000,53.740002,2.800000,63.820000,2013-08-16
27.110001,94.889999,45.130001,45.650002,1.410000,51.779999,2013-08-17
23.610001,73.190002,40.200001,35.380001,1.380000,56.139999,2013-08-18
24.190001,81.629997,37.340000,39.070000,1.530000,70.470001,2013-08-19
35.970001,83.440002,49.650002,35.189999,1.940000,86.580002,2013-08-20
83.480003,161.830002,44.360001,40.660000,2.600000,71.730003,2013-08-21
74.660004,130.440002,40.240002,35.869999,2.300000,56.980000,2013-08-22
30.299999,66.279999,29.980000,32.799999,1.550000,52.770000,2013-08-23
19.840000,54.730000,29.780001,37.349998,1.390000,29.830000,2013-08-24
28.360001,53.029999,30.920000,46.070000,1.930000,34.450001,2013-08-25
70.639999,149.000000,55.669998,52.009998,2.880000,34.220001,2013-08-26
69.830002,125.260002,39.779999,45.590000,2.180000,52.220001,2013-08-27
65.279999,123.320000,41.139999,51.020000,2.980000,21.799999,2013-08-28
39.430000,105.260002,50.110001,35.080002,2.090000,35.779999,2013-08-29
13.320000,41.099998,29.059999,28.820000,1.210000,42.500000,2013-08-30
24.129999,79.760002,48.410000,43.259998,1.750000,32.200001,2013-08-31
39.000000,125.309998,67.169998,52.570000,2.290000,31.549999,2013-09-01
49.250000,133.759995,66.849998,49.380001,2.300000,42.730000,2013-09-02
58.880001,124.199997,60.220001,47.900002,1.970000,41.400002,2013-09-03
45.320000,95.620003,39.860001,53.919998,2.200000,14.050000,2013-09-04
17.820000,45.430000,31.160000,37.160000,1.680000,31.260000,2013-09-05
57.930000,166.160004,88.309998,51.209999,2.650000,26.980000,2013-09-06
60.299999,142.660004,68.129997,52.160000,2.330000,42.950001,2013-09-07
89.889999,166.169998,61.430000,49.119999,2.750000,32.730000,2013-09-08
61.669998,134.979996,65.639999,50.680000,2.840000,43.439999,2013-09-09
38.689999,111.620003,42.430000,39.580002,2.230000,34.060001,2013-09-10
45.349998,127.860001,65.220001,46.480000,2.570000,46.590000,2013-09-11
102.260002,210.130005,73.099998,47.560001,2.940000,58.150002,2013-09-12
