PM2_5,PM10,SO2,NO2,CO,O3,Time
53.939999,146.949997,80.260002,73.279999,1.230000,59.040001,2013-10-11
166.800003,308.329987,81.019997,83.779999,1.920000,124.570000,2013-10-12
88.730003,176.520004,61.230000,51.430000,1.350000,117.180000,2013-10-13
78.199997,124.830002,47.930000,45.049999,1.570000,24.000000,2013-10-14
24.650000,47.110001,44.340000,37.889999,1.020000,36.340000,2013-10-15
51.450001,105.169998,62.259998,60.939999,1.610000,26.459999,2013-10-16
77.029999,142.830002,70.010002,62.740002,1.670000,28.730000,2013-10-17
108.070000,192.789993,71.440002,66.139999,1.870000,40.509998,2013-10-18
133.820007,214.880005,59.610001,66.779999,1.660000,53.299999,2013-10-19
68.120003,128.240005,60.840000,56.540001,1.380000,32.509998,2013-10-20
67.699997,138.500000,82.449997,75.110001,1.670000,31.530001,2013-10-21
108.349998,193.000000,83.839996,73.570000,1.860000,57.389999,2013-10-22
133.580002,231.470001,80.260002,64.680000,1.770000,79.010002,2013-10-23
60.689999,146.440002,82.980003,59.389999,1.580000,25.879999,2013-10-24
73.080002,148.029999,56.580002,76.160004,1.630000,36.830002,2013-10-25
78.059998,156.300003,39.580002,81.489998,1.430000,50.349998,2013-10-26
128.589996,228.240005,64.419998,73.739998,1.600000,107.660004,2013-10-27
159.479996,260.859985,61.849998,99.589996,2.150000,71.540001,2013-10-28
210.059998,305.049988,93.599998,80.889999,2.710000,33.910000,2013-10-29
84.989998,146.970001,76.889999,65.500000,1.910000,28.350000,2013-10-30
130.649994,232.460007,73.080002,91.800003,2.630000,12.660000,2013-10-31
122.860001,177.899994,73.230003,79.519997,2.640000,11.220000,2013-11-01
156.100006,228.240005,122.059998,78.879997,2.930000,9.460000,2013-11-02
91.980003,153.970001,61.259998,53.299999,1.930000,25.080000,2013-11-03
63.599998,134.179993,74.070000,63.410000,2.000000,22.570000,2013-11-04
77.889999,141.910004,77.349998,57.849998,1.450000,40.220001,2013-11-05
119.300003,187.000000,70.160004,56.980000,1.530000,52.430000,2013-11-06
